seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
1046	chr2	174224187	174224647	461	*	peak_493128	ENSG00000138430.16	174072447	174248599	-	inside	24412	23952	Overlapping
1047	chr2	175049384	175049672	289	*	peak_493501	NA	NA	NA	NA	NA	NA	NA	NA
1048	chr2	177514673	177514965	293	*	peak_494462	ENSG00000018510.15	177392768	177559299	+	inside	121905	44334	Overlapping
1049	chr2	180143705	180144455	751	*	peak_495576	NA	NA	NA	NA	NA	NA	NA	NA
1050	chr2	181063956	181065329	1374	*	peak_495897	ENSG00000170035.16	180967248	181076585	+	inside	96708	11256	Overlapping
1051	chr2	181230017	181235969	5953	*	peak_495962	ENSG00000234663.7	181086076	181409321	+	inside	143941	143941	Overlapping
1052	chr2	181520101	181521899	1799	*	peak_496098	ENSG00000115232.14	181457202	181538940	+	inside	62899	17041	Overlapping
1053	chr2	181527409	181527752	344	*	peak_496104	ENSG00000115232.14	181457202	181538940	+	inside	70207	11188	Overlapping
1054	chr2	182725781	182726795	1015	*	peak_496615	ENSG00000077232.18	182716041	182794464	+	inside	9740	9740	Overlapping
1055	chr2	182749892	182750509	618	*	peak_496630	ENSG00000077232.18	182716041	182794464	+	inside	33851	33851	Overlapping
1056	chr2	183201154	183201359	206	*	peak_496848	ENSG00000272800.3	183178806	183215414	+	inside	22348	14055	Overlapping
1057	chr2	183203610	183204531	922	*	peak_496850	ENSG00000272800.3	183178806	183215414	+	inside	24804	10883	Overlapping
1058	chr2	183248832	183251288	2457	*	peak_496872	NA	NA	NA	NA	NA	NA	NA	NA
1059	chr2	183363110	183363372	263	*	peak_496906	ENSG00000287621.1	183253652	183495501	+	inside	109458	109458	Overlapping
1060	chr2	184945123	184945930	808	*	peak_497322	NA	NA	NA	NA	NA	NA	NA	NA
1061	chr2	186256106	186256438	333	*	peak_497775	ENSG00000237877.7	186032884	186422432	-	inside	166326	165994	Overlapping
1062	chr2	189538917	189585280	46364	*	peak_499167	ENSG00000138449.10	189560579	189583758	-	includeFeature	44841	1522	Overlapping
1063	chr2	189538917	189585280	46364	*	peak_499167	ENSG00000287418.1	189537384	189540417	-	overlapStart	1500	1500	Overlapping
1064	chr2	189807321	189807831	511	*	peak_499293	ENSG00000064933.17	189784085	189877629	+	inside	23236	23236	Overlapping
1065	chr2	189880133	189881749	1617	*	peak_499348	ENSG00000187699.10	189879609	190203484	+	inside	524	524	Overlapping
1066	chr2	191464964	191468514	3551	*	peak_499968	NA	NA	NA	NA	NA	NA	NA	NA
1067	chr2	191705233	191707735	2503	*	peak_500094	NA	NA	NA	NA	NA	NA	NA	NA
1068	chr2	193842761	193843055	295	*	peak_500657	NA	NA	NA	NA	NA	NA	NA	NA
1069	chr2	195599297	195599566	270	*	peak_501122	ENSG00000196950.14	195575977	195737702	+	inside	23320	23320	Overlapping
1070	chr2	195695101	195696389	1289	*	peak_501158	ENSG00000196950.14	195575977	195737702	+	inside	119124	41313	Overlapping
1071	chr2	196874855	196875346	492	*	peak_501683	ENSG00000197121.15	196833004	196927796	-	inside	52941	41851	Overlapping
1072	chr2	197713416	197713583	168	*	peak_502077	ENSG00000222017.1	197693106	197774823	+	inside	20310	20310	Overlapping
1073	chr2	198376319	198376888	570	*	peak_502343	ENSG00000115896.16	197804593	198572581	+	inside	571726	195693	Overlapping
1074	chr2	198376319	198376888	570	*	peak_502343	ENSG00000236653.3	198299276	198375490	-	upstream	-829	829	Overlapping
1075	chr2	199024869	199025969	1101	*	peak_502548	ENSG00000231557.1	198882573	199071791	-	inside	46922	45822	Overlapping
1076	chr2	201903155	201908237	5083	*	peak_503839	NA	NA	NA	NA	NA	NA	NA	NA
1077	chr2	202329268	202329519	252	*	peak_504062	NA	NA	NA	NA	NA	NA	NA	NA
1078	chr2	203561272	203563845	2574	*	peak_504783	NA	NA	NA	NA	NA	NA	NA	NA
1079	chr2	206228616	206231505	2890	*	peak_505989	ENSG00000279220.4	206203543	206265326	+	inside	25073	25073	Overlapping
1080	chr2	209684074	209684717	644	*	peak_507248	ENSG00000078018.19	209424058	209734118	+	inside	260016	49401	Overlapping
1081	chr2	211366754	211369230	2477	*	peak_507823	NA	NA	NA	NA	NA	NA	NA	NA
1082	chr2	211430106	211430669	564	*	peak_507855	ENSG00000178568.15	211375717	212538841	-	inside	1108735	54389	Overlapping
1083	chr2	214753393	214755835	2443	*	peak_508868	ENSG00000138376.11	214725646	214809683	-	inside	56290	27747	Overlapping
1084	chr2	214777431	214777739	309	*	peak_508885	ENSG00000138376.11	214725646	214809683	-	inside	32252	31944	Overlapping
1085	chr2	214790708	214791208	501	*	peak_508893	ENSG00000138376.11	214725646	214809683	-	inside	18975	18475	Overlapping
1086	chr2	214792578	214793524	947	*	peak_508895	ENSG00000138376.11	214725646	214809683	-	inside	17105	16159	Overlapping
1087	chr2	215000677	215001206	530	*	peak_508970	ENSG00000144452.15	214931542	215138626	-	inside	137949	69135	Overlapping
1088	chr2	216826104	216831706	5603	*	peak_509744	ENSG00000236886.2	216694464	216994079	+	inside	131640	131640	Overlapping
1089	chr2	216826104	216831706	5603	*	peak_509744	ENSG00000286601.1	216821077	216831910	+	inside	5027	204	Overlapping
1090	chr2	217786869	217809210	22342	*	peak_510165	ENSG00000079308.19	217799588	218033982	-	overlapEnd	247113	9622	Overlapping
1091	chr2	217809551	218030834	221284	*	peak_510166	ENSG00000079308.19	217799588	218033982	-	inside	224431	3148	Overlapping
1092	chr2	217809551	218030834	221284	*	peak_510166	ENSG00000223923.2	217978707	217993747	+	includeFeature	-169156	37087	Overlapping
1093	chr2	217809551	218030834	221284	*	peak_510166	ENSG00000275458.1	217900513	217900628	-	includeFeature	91077	90962	Overlapping
1094	chr2	218456850	218457392	543	*	peak_510319	ENSG00000135913.11	218450251	218568351	-	inside	111501	6599	Overlapping
1095	chr2	218478059	218479383	1325	*	peak_510335	ENSG00000135913.11	218450251	218568351	-	inside	90292	27808	Overlapping
1096	chr2	218798124	218835608	37485	*	peak_510499	ENSG00000115592.11	218822383	218832086	-	includeFeature	33962	3522	Overlapping
1097	chr2	218798124	218835608	37485	*	peak_510499	ENSG00000135929.9	218781749	218815293	+	overlapEnd	16375	16375	Overlapping
1098	chr2	218798124	218835608	37485	*	peak_510499	ENSG00000272555.1	218818690	218819144	+	includeFeature	-20566	16464	Overlapping
1099	chr2	218798124	218835608	37485	*	peak_510499	ENSG00000283639.1	218823090	218823154	+	includeFeature	-24966	12454	Overlapping
1100	chr2	218798124	218835608	37485	*	peak_510499	ENSG00000286154.1	218799729	218802554	-	includeFeature	4430	1605	Overlapping
1101	chr2	219568763	219580355	11593	*	peak_510746	ENSG00000123999.5	219569162	219575711	+	includeFeature	-399	399	Overlapping
1102	chr2	219568763	219580355	11593	*	peak_510746	ENSG00000124006.15	219550728	219571859	-	overlapStart	3096	3096	Overlapping
1103	chr2	223524218	223524412	195	*	peak_512267	NA	NA	NA	NA	NA	NA	NA	NA
1104	chr2	224553469	224558790	5322	*	peak_512800	ENSG00000036257.13	224470150	224585397	-	inside	31928	26607	Overlapping
1105	chr2	226848301	226848630	330	*	peak_513675	ENSG00000144468.17	226835581	226999215	+	inside	12720	12720	Overlapping
1106	chr2	226865309	226865791	483	*	peak_513686	ENSG00000144468.17	226835581	226999215	+	inside	29728	29728	Overlapping
1107	chr2	229260403	229274346	13944	*	peak_514681	ENSG00000153823.18	228850526	229271285	-	overlapStart	10882	3061	Overlapping
1108	chr2	229778608	229783874	5267	*	peak_514888	ENSG00000153827.13	229763838	229923239	-	inside	144631	14770	Overlapping
1109	chr2	231763752	231764950	1199	*	peak_515708	ENSG00000156973.14	231732433	231786272	-	inside	22520	21322	Overlapping
1110	chr2	231983464	231983614	151	*	peak_515812	ENSG00000144535.19	231961245	232344350	+	inside	22219	22219	Overlapping
1111	chr2	231983464	231983614	151	*	peak_515812	ENSG00000227033.1	231978488	232015720	-	inside	32256	4976	Overlapping
1112	chr2	235772292	235772955	664	*	peak_517592	ENSG00000157985.19	235494043	236131800	+	inside	278249	278249	Overlapping
1113	chr2	235772292	235772955	664	*	peak_517592	ENSG00000222007.6	235773855	235783387	-	downstream	11095	900	Overlapping
1114	chr2	237580424	237605036	24613	*	peak_518316	ENSG00000124839.13	237574322	237601614	-	overlapStart	21190	3422	Overlapping
1115	chr2	237580424	237605036	24613	*	peak_518316	ENSG00000234949.2	237591020	237595981	+	includeFeature	-10596	9055	Overlapping
1116	chr2	238361799	238363283	1485	*	peak_518584	ENSG00000204104.12	238320441	238400897	+	inside	41358	37614	Overlapping
1117	chr2	239219226	239373253	154028	*	peak_518897	ENSG00000068024.16	239048168	239401654	-	inside	182428	28401	Overlapping
1118	chr2	239219226	239373253	154028	*	peak_518897	ENSG00000264292.1	239351724	239351804	-	includeFeature	132578	21449	Overlapping
1119	chr2	239219226	239373253	154028	*	peak_518897	ENSG00000265215.1	239305462	239305545	+	includeFeature	-86236	67708	Overlapping
1120	chr2	241557692	241567836	10145	*	peak_519915	ENSG00000176720.6	241551424	241574131	+	inside	6268	6268	Overlapping
1121	chr2	241557692	241567836	10145	*	peak_519915	ENSG00000234235.1	241544403	241558977	-	overlapStart	1285	1285	Overlapping
1122	chr20	5483052	5483331	280	*	peak_522512	ENSG00000205181.7	5482736	5526709	-	inside	43657	316	Overlapping
1123	chr20	5483052	5483331	280	*	peak_522512	ENSG00000266908.2	5318268	5503189	+	inside	164784	19858	Overlapping
1124	chr20	11539359	11541836	2478	*	peak_525053	ENSG00000282478.1	11536406	11541647	-	overlapStart	2288	189	Overlapping
1125	chr20	17915743	17917830	2088	*	peak_527494	NA	NA	NA	NA	NA	NA	NA	NA
1126	chr20	19221009	19221283	275	*	peak_528028	ENSG00000185052.11	19212646	19722937	+	inside	8363	8363	Overlapping
1127	chr20	20261308	20262711	1404	*	peak_528476	ENSG00000089101.18	20052514	20360698	+	inside	208794	97987	Overlapping
1128	chr20	20261308	20262711	1404	*	peak_528476	ENSG00000243810.1	20258407	20267809	-	inside	6501	2901	Overlapping
1129	chr20	23043491	23052931	9441	*	peak_529499	ENSG00000178726.6	23045633	23049741	-	includeFeature	6250	2142	Overlapping
1130	chr20	23177631	23181711	4081	*	peak_529532	ENSG00000230387.4	23179272	23190419	+	overlapStart	-1641	1641	Overlapping
1131	chr20	23243844	23249254	5411	*	peak_529561	NA	NA	NA	NA	NA	NA	NA	NA
1132	chr20	25420848	25421429	582	*	peak_530361	ENSG00000101003.10	25407673	25452628	+	inside	13175	13175	Overlapping
1133	chr20	31791568	31792148	581	*	peak_530902	ENSG00000088325.16	31739271	31801805	+	inside	52297	9657	Overlapping
1134	chr20	33900754	33901476	723	*	peak_531843	NA	NA	NA	NA	NA	NA	NA	NA
1135	chr20	35206526	35210077	3552	*	peak_532448	ENSG00000101000.6	35172072	35216240	+	inside	34454	6163	Overlapping
1136	chr20	35206526	35210077	3552	*	peak_532448	ENSG00000126005.17	35201745	35278131	-	inside	71605	4781	Overlapping
1137	chr20	35460410	35460629	220	*	peak_532569	ENSG00000126001.16	35455164	35519280	+	inside	5246	5246	Overlapping
1138	chr20	35460759	35464268	3510	*	peak_532570	ENSG00000126001.16	35455164	35519280	+	inside	5595	5595	Overlapping
1139	chr20	38490984	38491599	616	*	peak_533834	ENSG00000170471.15	38472816	38578859	+	inside	18168	18168	Overlapping
1140	chr20	39002053	39003498	1446	*	peak_534079	ENSG00000101452.15	38962299	39039723	+	inside	39754	36225	Overlapping
1141	chr20	40680375	40691898	11524	*	peak_534744	ENSG00000204103.4	40685848	40689236	-	includeFeature	8861	2662	Overlapping
1142	chr20	41131108	41132403	1296	*	peak_534922	ENSG00000226648.2	41098019	41138003	-	inside	6895	5600	Overlapping
1143	chr20	43675538	43677798	2261	*	peak_535863	ENSG00000101057.16	43667019	43716495	+	inside	8519	8519	Overlapping
1144	chr20	48461097	48462060	964	*	peak_537626	NA	NA	NA	NA	NA	NA	NA	NA
1145	chr20	50371948	50384834	12887	*	peak_538373	NA	NA	NA	NA	NA	NA	NA	NA
1146	chr20	50384938	50432461	47524	*	peak_538374	ENSG00000244376.3	50429190	50429483	-	includeFeature	44545	2978	Overlapping
1147	chr20	57933670	57933943	274	*	peak_541232	NA	NA	NA	NA	NA	NA	NA	NA
1148	chr20	58456458	58460167	3710	*	peak_541485	ENSG00000198768.10	58459101	58515131	-	overlapEnd	58673	1066	Overlapping
1149	chr20	58673756	58673959	204	*	peak_541564	ENSG00000124222.22	58651253	58679526	+	inside	22503	5567	Overlapping
1150	chr20	58673756	58673959	204	*	peak_541564	ENSG00000254995.4	58651434	58715410	+	inside	22322	22322	Overlapping
1151	chr20	58688112	58694348	6237	*	peak_541580	ENSG00000215440.12	58689131	58719238	+	overlapStart	-1019	1019	Overlapping
1152	chr20	58688112	58694348	6237	*	peak_541580	ENSG00000254995.4	58651434	58715410	+	inside	36678	21062	Overlapping
1153	chr20	63679018	63693571	14554	*	peak_543698	ENSG00000026036.22	63659300	63698684	+	inside	19718	5113	Overlapping
1154	chr20	63679018	63693571	14554	*	peak_543698	ENSG00000258366.8	63657810	63696253	+	inside	21208	2682	Overlapping
1155	chr21	9071989	9072401	413	*	peak_544021	ENSG00000188681.11	9068361	9129752	-	inside	57763	3628	Overlapping
1156	chr21	16933798	16934300	503	*	peak_545342	NA	NA	NA	NA	NA	NA	NA	NA
1157	chr21	25602766	25603026	261	*	peak_547385	ENSG00000154719.13	25585656	25607517	-	inside	4751	4491	Overlapping
1158	chr21	31418381	31419243	863	*	peak_549706	ENSG00000156299.13	31118416	31559977	-	inside	141596	140734	Overlapping
1159	chr21	32608822	32609717	896	*	peak_550239	ENSG00000159079.19	32592079	32612603	-	inside	3781	2886	Overlapping
1160	chr21	32608822	32609717	896	*	peak_550239	ENSG00000265590.9	32578822	32612281	-	inside	3459	2564	Overlapping
1161	chr21	32757689	32758387	699	*	peak_550342	ENSG00000159086.15	32733899	32771792	-	inside	14103	13405	Overlapping
1162	chr21	32761147	32761554	408	*	peak_550345	ENSG00000159086.15	32733899	32771792	-	inside	10645	10238	Overlapping
1163	chr21	44864659	44883732	19074	*	peak_555370	ENSG00000183255.12	44849585	44873903	-	overlapStart	9244	9244	Overlapping
1164	chr21	45072036	45086796	14761	*	peak_555430	ENSG00000197381.16	45073853	45226560	+	overlapStart	-1817	1817	Overlapping
1165	chr21	45072036	45086796	14761	*	peak_555430	ENSG00000235374.2	45070952	45074165	-	overlapStart	2129	1084	Overlapping
1166	chr21	46512110	46512385	276	*	peak_556068	ENSG00000160305.18	46458891	46570015	+	inside	53219	53219	Overlapping
1167	chr22	19512988	19513311	324	*	peak_556950	ENSG00000093009.9	19479459	19520612	+	inside	33529	7301	Overlapping
1168	chr22	23708130	23709481	1352	*	peak_558493	ENSG00000228315.12	23638487	23717356	-	inside	9226	7875	Overlapping
1169	chr22	23708130	23709481	1352	*	peak_558493	ENSG00000272578.5	23658094	23717356	-	inside	9226	7875	Overlapping
1170	chr22	27385423	27386425	1003	*	peak_559925	NA	NA	NA	NA	NA	NA	NA	NA
1171	chr22	28714853	28715284	432	*	peak_560517	ENSG00000183765.22	28687743	28742422	-	inside	27569	27110	Overlapping
1172	chr22	29300494	29313726	13233	*	peak_560767	ENSG00000100276.10	29312933	29319679	-	overlapEnd	19185	793	Overlapping
1173	chr22	29300494	29313726	13233	*	peak_560767	ENSG00000182944.17	29268009	29300525	+	overlapEnd	32485	31	Overlapping
1174	chr22	29300494	29313726	13233	*	peak_560767	ENSG00000185340.15	29306582	29312785	+	includeFeature	-6088	941	Overlapping
1175	chr22	31779418	31779835	418	*	peak_561872	ENSG00000100150.19	31753867	31908033	+	inside	25551	25551	Overlapping
1176	chr22	31779418	31779835	418	*	peak_561872	ENSG00000285404.1	31754899	31956243	+	inside	24519	24519	Overlapping
1177	chr22	31855907	31858608	2702	*	peak_561926	ENSG00000100150.19	31753867	31908033	+	inside	102040	49425	Overlapping
1178	chr22	31855907	31858608	2702	*	peak_561926	ENSG00000285404.1	31754899	31956243	+	inside	101008	97635	Overlapping
1179	chr22	33202154	33204119	1966	*	peak_562510	ENSG00000133424.20	33162226	33922841	-	inside	720687	39928	Overlapping
1180	chr22	35535111	35546538	11428	*	peak_563351	ENSG00000100302.7	35540831	35553999	+	overlapStart	-5720	5707	Overlapping
1181	chr22	40557755	40562590	4836	*	peak_565238	ENSG00000196588.16	40410281	40636719	-	inside	78964	74129	Overlapping
1182	chr22	40574535	40575184	650	*	peak_565248	ENSG00000196588.16	40410281	40636719	-	inside	62184	61535	Overlapping
1183	chr22	40815111	40815791	681	*	peak_565370	ENSG00000100372.15	40769630	40819399	-	inside	4288	3608	Overlapping
1184	chr22	40888592	40889790	1199	*	peak_565415	ENSG00000196236.13	40857077	40932815	+	inside	31515	31515	Overlapping
1185	chr22	40909038	40909205	168	*	peak_565431	ENSG00000196236.13	40857077	40932815	+	inside	51961	23610	Overlapping
1186	chr22	42853868	42859584	5717	*	peak_566266	ENSG00000100266.19	42835412	43015149	-	inside	161281	18456	Overlapping
1187	chr22	42853868	42859584	5717	*	peak_566266	ENSG00000226989.1	42853403	42853799	-	upstream	-69	69	Overlapping
1188	chr22	42853868	42859584	5717	*	peak_566266	ENSG00000242247.11	42796502	42858106	-	overlapStart	4238	1478	Overlapping
1189	chr22	44999021	45000760	1740	*	peak_567242	ENSG00000056487.16	44881162	45010005	-	inside	10984	9245	Overlapping
1190	chr22	44999021	45000760	1740	*	peak_567242	ENSG00000230922.1	45000565	45003619	-	overlapEnd	4598	195	Overlapping
1191	chr22	46266463	46271395	4933	*	peak_567730	ENSG00000075234.17	46267961	46294008	+	overlapStart	-1498	1498	Overlapping
1192	chr22	46955448	46955979	532	*	peak_568033	ENSG00000054611.14	46762617	47175699	+	inside	192831	192831	Overlapping
1193	chr22	49783078	49796116	13039	*	peak_568993	ENSG00000100425.18	49773283	49827512	-	inside	44434	9795	Overlapping
1194	chr22	50562486	50565430	2945	*	peak_569360	ENSG00000217442.4	50551112	50562919	-	overlapStart	433	433	Overlapping
1195	chr22	50654794	50659598	4805	*	peak_569396	NA	NA	NA	NA	NA	NA	NA	NA
1196	chr3	4312948	4313342	395	*	peak_570802	ENSG00000144455.14	3700814	4467273	-	inside	154325	153931	Overlapping
1197	chr3	4312948	4313342	395	*	peak_570802	ENSG00000170364.12	4303304	4317567	+	inside	9644	4225	Overlapping
1198	chr3	4865755	4873228	7474	*	peak_571032	ENSG00000235978.6	4814294	4887293	-	inside	21538	14065	Overlapping
1199	chr3	9217263	9218817	1555	*	peak_572306	ENSG00000196220.16	8980591	9363053	-	inside	145790	144236	Overlapping
1200	chr3	9217263	9218817	1555	*	peak_572306	ENSG00000227929.4	9216895	9219508	+	inside	368	368	Overlapping
1201	chr3	11794280	11796772	2493	*	peak_573420	ENSG00000144559.10	11790442	11846919	-	inside	52639	3838	Overlapping
1202	chr3	12135023	12161439	26417	*	peak_573545	ENSG00000157150.5	12153068	12158912	-	includeFeature	23889	2527	Overlapping
1203	chr3	12135023	12161439	26417	*	peak_573545	ENSG00000157152.17	12004388	12192032	+	inside	130635	30593	Overlapping
1204	chr3	12412564	12414676	2113	*	peak_573653	ENSG00000132170.21	12287368	12434356	+	inside	125196	19680	Overlapping
1205	chr3	12496194	12497465	1272	*	peak_573671	ENSG00000154743.17	12484432	12539623	+	inside	11762	11762	Overlapping
1206	chr3	14658635	14658851	217	*	peak_574511	ENSG00000154781.16	14651746	14672659	+	inside	6889	6889	Overlapping
1207	chr3	14930004	14930554	551	*	peak_574658	ENSG00000154783.11	14810853	14934565	+	inside	119151	4011	Overlapping
1208	chr3	14930004	14930554	551	*	peak_574658	ENSG00000225733.6	14920347	14948424	-	inside	18420	9657	Overlapping
1209	chr3	15818152	15818765	614	*	peak_575024	ENSG00000206560.11	15667236	15859771	-	inside	41619	41006	Overlapping
1210	chr3	17348708	17349888	1181	*	peak_575530	ENSG00000131374.14	17157162	18444817	-	inside	1096109	191546	Overlapping
1211	chr3	17396037	17396444	408	*	peak_575564	ENSG00000131374.14	17157162	18444817	-	inside	1048780	238875	Overlapping
1212	chr3	18126232	18129378	3147	*	peak_575916	ENSG00000131374.14	17157162	18444817	-	inside	318585	315439	Overlapping
1213	chr3	23227660	23227917	258	*	peak_577539	ENSG00000182247.10	23203020	23591794	+	inside	24640	24640	Overlapping
1214	chr3	24469886	24499661	29776	*	peak_578048	ENSG00000151090.19	24117153	24495756	-	overlapStart	25870	3905	Overlapping
1215	chr3	24469886	24499661	29776	*	peak_578048	ENSG00000228791.8	24494087	24681711	+	overlapStart	-24201	5574	Overlapping
1216	chr3	24469886	24499661	29776	*	peak_578048	ENSG00000272554.1	24496272	24499580	-	includeFeature	29694	81	Overlapping
1217	chr3	31391941	31392670	730	*	peak_580697	NA	NA	NA	NA	NA	NA	NA	NA
1218	chr3	31628301	31630661	2361	*	peak_580810	ENSG00000163527.9	31532638	31637622	+	inside	95663	6961	Overlapping
1219	chr3	31758861	31759604	744	*	peak_580885	ENSG00000144645.13	31657890	32077580	-	inside	318719	100971	Overlapping
1220	chr3	31769721	31770485	765	*	peak_580890	ENSG00000144645.13	31657890	32077580	-	inside	307859	111831	Overlapping
1221	chr3	31789928	31792197	2270	*	peak_580899	ENSG00000144645.13	31657890	32077580	-	inside	287652	132038	Overlapping
1222	chr3	31838614	31856070	17457	*	peak_580930	ENSG00000144645.13	31657890	32077580	-	inside	238966	180724	Overlapping
1223	chr3	33467454	33468535	1082	*	peak_581666	NA	NA	NA	NA	NA	NA	NA	NA
1224	chr3	33610168	33611274	1107	*	peak_581759	ENSG00000163539.17	33496245	33718356	-	inside	108188	107082	Overlapping
1225	chr3	34865631	34866147	517	*	peak_582218	NA	NA	NA	NA	NA	NA	NA	NA
1226	chr3	37489490	37497452	7963	*	peak_583133	ENSG00000144668.12	37452115	37823507	+	inside	37375	37375	Overlapping
1227	chr3	38214283	38215248	966	*	peak_583381	ENSG00000172939.9	38165089	38255484	+	inside	49194	40236	Overlapping
1228	chr3	40503777	40507252	3476	*	peak_584285	ENSG00000177842.12	40477131	40518736	+	inside	26646	11484	Overlapping
1229	chr3	43376933	43381494	4562	*	peak_585235	ENSG00000160746.12	43354859	43691594	-	inside	314661	22074	Overlapping
1230	chr3	43376933	43381494	4562	*	peak_585235	ENSG00000163788.14	43286512	43424764	+	inside	90421	43270	Overlapping
1231	chr3	45411983	45415504	3522	*	peak_586014	ENSG00000011376.12	45388561	45554726	+	inside	23422	23422	Overlapping
1232	chr3	45434610	45436318	1709	*	peak_586026	ENSG00000011376.12	45388561	45554726	+	inside	46049	46049	Overlapping
1233	chr3	45442872	45443724	853	*	peak_586034	ENSG00000011376.12	45388561	45554726	+	inside	54311	54311	Overlapping
1234	chr3	45738685	45742708	4024	*	peak_586143	ENSG00000211456.11	45689056	45745409	+	inside	49629	2701	Overlapping
1235	chr3	45738685	45742708	4024	*	peak_586143	ENSG00000244357.3	45742675	45742970	+	overlapStart	-3990	33	Overlapping
1236	chr3	45744416	45744946	531	*	peak_586145	ENSG00000211456.11	45689056	45745409	+	inside	55360	463	Overlapping
1237	chr3	47602610	47603025	416	*	peak_587017	ENSG00000173473.11	47585269	47782106	-	inside	179496	17341	Overlapping
1238	chr3	47602610	47603025	416	*	peak_587017	ENSG00000214773.1	47601715	47604677	-	inside	2067	895	Overlapping
1239	chr3	47642813	47644702	1890	*	peak_587045	ENSG00000173473.11	47585269	47782106	-	inside	139293	57544	Overlapping
1240	chr3	47644952	47645850	899	*	peak_587046	ENSG00000173473.11	47585269	47782106	-	inside	137154	59683	Overlapping
1241	chr3	47651067	47652868	1802	*	peak_587050	ENSG00000173473.11	47585269	47782106	-	inside	131039	65798	Overlapping
1242	chr3	49217173	49223737	6565	*	peak_587801	ENSG00000173421.17	49198428	49258106	+	inside	18745	18745	Overlapping
1243	chr3	49435055	49435351	297	*	peak_587878	NA	NA	NA	NA	NA	NA	NA	NA
1244	chr3	49851049	49851391	343	*	peak_588048	ENSG00000183763.9	49828601	49856574	-	inside	5525	5183	Overlapping
1245	chr3	50013316	50014623	1308	*	peak_588155	ENSG00000004534.15	49940007	50100045	+	inside	73309	73309	Overlapping
1246	chr3	55712123	55712484	362	*	peak_590606	ENSG00000187672.13	55508311	56468467	-	inside	756344	203812	Overlapping
1247	chr3	62717468	62720600	3133	*	peak_593400	ENSG00000163618.18	62398346	62875416	-	inside	157948	154816	Overlapping
1248	chr3	62721067	62728519	7453	*	peak_593401	ENSG00000163618.18	62398346	62875416	-	inside	154349	146897	Overlapping
1249	chr3	63858491	63859096	606	*	peak_593763	ENSG00000163634.12	63833870	63863868	-	inside	5377	4772	Overlapping
1250	chr3	66785853	66786633	781	*	peak_595079	ENSG00000288039.1	66780076	66824439	-	inside	38586	5777	Overlapping
1251	chr3	68725933	68727032	1100	*	peak_595730	NA	NA	NA	NA	NA	NA	NA	NA
1252	chr3	69071778	69073427	1650	*	peak_595948	ENSG00000144744.17	69054730	69080408	-	inside	8630	6981	Overlapping
1253	chr3	77427354	77427722	369	*	peak_598679	ENSG00000185008.17	75906695	77649964	+	inside	1520659	222242	Overlapping
1254	chr3	77429282	77430198	917	*	peak_598681	ENSG00000185008.17	75906695	77649964	+	inside	1522587	219766	Overlapping
1255	chr3	98584392	98585859	1468	*	peak_603579	ENSG00000080819.9	98579446	98593648	-	inside	9256	4946	Overlapping
1256	chr3	98584392	98585859	1468	*	peak_603579	ENSG00000285635.1	98521133	98585498	-	overlapStart	1106	361	Overlapping
1257	chr3	101497310	101497699	390	*	peak_604710	ENSG00000138468.16	101324205	101513241	-	inside	15931	15542	Overlapping
1258	chr3	102232763	102235810	3048	*	peak_604987	ENSG00000170044.8	102099244	102479841	+	inside	133519	133519	Overlapping
1259	chr3	106266924	106270764	3841	*	peak_606219	NA	NA	NA	NA	NA	NA	NA	NA
1260	chr3	108165274	108165772	499	*	peak_607044	ENSG00000114446.5	108160812	108222435	-	inside	57161	4462	Overlapping
1261	chr3	108584199	108585412	1214	*	peak_607248	ENSG00000163507.14	108549864	108589644	-	inside	5445	4232	Overlapping
1262	chr3	108585586	108586455	870	*	peak_607249	ENSG00000163507.14	108549864	108589644	-	inside	4058	3189	Overlapping
1263	chr3	111418185	111418697	513	*	peak_608207	ENSG00000153283.12	111292719	111665750	+	inside	125466	125466	Overlapping
1264	chr3	119872379	119872631	253	*	peak_611509	ENSG00000082701.15	119821323	120094417	-	inside	222038	51056	Overlapping
1265	chr3	121435243	121435467	225	*	peak_612103	ENSG00000051341.14	121431427	121546641	-	inside	111398	3816	Overlapping
1266	chr3	121460828	121461795	968	*	peak_612110	ENSG00000051341.14	121431427	121546641	-	inside	85813	29401	Overlapping
1267	chr3	121495322	121497029	1708	*	peak_612132	ENSG00000051341.14	121431427	121546641	-	inside	51319	49612	Overlapping
1268	chr3	121495322	121497029	1708	*	peak_612132	ENSG00000242445.1	121494110	121494908	+	downstream	1212	414	Overlapping
1269	chr3	121531363	121532045	683	*	peak_612140	ENSG00000051341.14	121431427	121546641	-	inside	15278	14596	Overlapping
1270	chr3	121538206	121539023	818	*	peak_612146	ENSG00000051341.14	121431427	121546641	-	inside	8435	7618	Overlapping
1271	chr3	122356979	122359251	2273	*	peak_612491	ENSG00000160124.9	122359591	122383231	-	downstream	26252	340	Overlapping
1272	chr3	123066159	123095218	29060	*	peak_612866	ENSG00000065485.20	123067025	123225227	+	overlapStart	-866	866	Overlapping
1273	chr3	124240729	124289471	48743	*	peak_613300	ENSG00000160145.15	124080023	124726325	+	inside	160706	160706	Overlapping
1274	chr3	125093412	125096785	3374	*	peak_613648	ENSG00000221955.10	125082636	125212864	-	inside	119452	10776	Overlapping
